"draw","FOI","gamma","sigma","rho","prop_symp","immune_pct","R0_peak","attack_pct","total_reported","loglik","AIC","BIC","feasible"
543,0.00782291973835939,0.54989410600649,1.68221256544603,0.28923682546362,0.552290474298421,8.22837314838537,2.63204516534303,53.5546473138415,8386.47210582155,-209.880421502797,431.760843005593,443.468305317082,TRUE
544,0.00328394833512725,0.518058155223202,1.68313135836852,0.176625833976935,0.40836170879241,3.54522763211153,2.71842894200467,97.93897008798,7278.31863896461,-201.814373763443,415.628747526885,427.336209838374,TRUE
545,0.01022729352576,0.525491064081813,1.54686624292583,0.209886655170793,0.52780865532287,10.6111473514615,2.7595417221003,78.257262438686,8277.93329347354,-209.936355543669,431.872711087338,443.580173398827,TRUE
546,0.00502382101708608,0.563544770539312,1.4466296198391,0.189747296097984,0.480207736042044,5.36953470532421,2.58058231376061,90.0830956732765,8297.20077713246,-210.427315420061,432.854630840122,444.562093151611,TRUE
547,0.00427134625982931,0.544037439069188,1.58384036077592,0.233268079137516,0.506362381283516,4.58505577129409,2.54357130518181,69.2256206952743,8333.98241151597,-209.845271019208,431.690542038417,443.398004349905,TRUE
548,0.00872375580283507,0.539544953838494,1.79980725707568,0.28324996551451,0.562392092335396,9.12889556955913,2.64083871260979,54.2295550391345,8385.39436443991,-209.82152855158,431.64305710316,443.350519414648,TRUE
549,0.0109778827569306,0.550151700326666,1.71936861821061,0.333910906727766,0.412356184237402,11.3415131241688,2.68512629510054,64.0200676475509,8348.18634044889,-209.67070165462,431.34140330924,443.048865620728,TRUE
550,0.0192784294253321,0.544609780326849,2.004703065591,0.210085391873806,0.395230368236089,19.0094936910383,3.02218720610628,97.6837994199585,7017.06327783809,-201.428708679003,414.857417358005,426.564879669494,TRUE
551,0.00867100834519525,0.553319098354209,2.28041360944577,0.218881189559513,0.551154292002834,9.07642497784451,2.45292048582885,70.939795453621,8311.90638076207,-209.213249367497,430.426498734994,442.133961046483,TRUE
552,0.00810834969093357,0.544540636295357,1.62241995344338,0.191761163577514,0.460167226884707,8.51472100950634,2.83870454457974,97.6268273275222,8418.78284757484,-207.781852076245,427.563704152491,439.271166463979,TRUE
553,0.0125242218640018,0.510875668069607,1.77769593448167,0.265901387679798,0.468713068138533,12.8263406669942,2.79099110232102,71.6866344115949,8319.62417036061,-209.678754372664,431.357508745328,443.064971056816,TRUE
554,0.0112325979214091,0.508995548957819,1.98608425073433,0.248284316687316,0.59586053102172,11.587927189147,2.72163339350781,59.9237418385425,8372.5351097353,-209.667920650304,431.335841300607,443.043303612096,TRUE
555,0.00880411984507996,0.514201661600242,2.31019058356753,0.226031948549615,0.462512216697656,9.20877621260883,2.52767152012981,81.6525051942843,8278.63995504922,-209.475672142189,430.951344284378,442.658806595866,TRUE
556,0.0153900942981192,0.526735185926349,1.62982599781243,0.258628222392829,0.549825813716922,15.5089712579845,2.90977709004602,65.0309560877351,8346.11474373942,-209.80294182111,431.60588364222,443.313345953708,TRUE
557,0.00816109228653807,0.605627088145562,1.45965558416165,0.217931399241181,0.594898558522492,8.56752969434455,2.58520573549235,65.78637542176,8330.12867950296,-209.787368898713,431.574737797426,443.282200108914,TRUE
558,0.00829430020564006,0.537421198869344,1.52856417408899,0.252455714699148,0.537438085451096,8.70076102577687,2.71269208912402,63.1702235151409,8358.83572307972,-209.981781268914,431.963562537828,443.671024849316,TRUE
559,0.0136513718078757,0.558310794252263,1.51059838749765,0.215908244311832,0.619299154951167,13.8920401935909,2.82183982301505,67.698739048766,8326.18710333406,-209.800554667285,431.60110933457,443.308571646059,TRUE
560,0.00727151900214575,0.546223737640099,1.44892315377714,0.299242938637599,0.470384466803938,7.67251152836662,2.70506802633925,60.2864239070471,8369.12397633886,-210.075972034761,432.151944069523,443.859406381011,TRUE
561,0.0150739639324735,0.542998826308619,1.79190776648243,0.150537857166764,0.500031076417915,15.2173970731057,2.9177919985561,97.6156178556156,6654.59076243382,-202.390383234169,416.780766468339,428.488228779827,TRUE
562,0.0048556209537146,0.533185955517094,1.36815529920097,0.216257257427358,0.52256046161872,5.19477397804808,2.67500054662424,72.684011703959,8318.2310421927,-210.166169831699,432.332339663398,444.039801974886,TRUE
563,0.00583762236056098,0.528300145308959,1.63449884446601,0.260924891814645,0.445927412440735,6.21028433342424,2.60067832117807,71.4101432546404,8324.2934135873,-209.886761609087,431.773523218173,443.480985529662,TRUE
564,0.00622255144427467,0.552813478921128,1.57963199617902,0.212516417349409,0.56713036279178,6.60520675901919,2.58088055424481,69.2598059074375,8327.83081494684,-209.802799692088,431.605599384176,443.313061695664,TRUE
565,0.00529323306416339,0.51688014477076,1.40814766529372,0.237037243948679,0.559790664946092,5.64874641317422,2.73166568078782,62.5858428148235,8369.86771876789,-210.248856781582,432.497713563164,444.205175874653,TRUE
566,0.00510494894904219,0.550590731935042,1.4285053282396,0.192011090794142,0.577267195239754,5.4537053467313,2.60881386084216,74.1606005583125,8301.8239219872,-210.05078248291,432.101564965821,443.809027277309,TRUE
567,0.00752068919383537,0.549399069990733,1.47846372317788,0.237494870134409,0.500427401208793,7.92413717983773,2.66464279542441,71.1512672946123,8317.18431251105,-209.922255256561,431.844510513123,443.551972824611,TRUE
568,0.0104917603981445,0.52497926759911,1.78329070088463,0.239745827208093,0.554053271314633,10.8692127603043,2.70474875966724,65.9951726498677,8346.32065662458,-209.692962642119,431.385925284239,443.093387595727,TRUE
569,0.0111044844347009,0.537367631204736,1.86339379060933,0.249397895532514,0.641391695789708,11.4640796685459,2.69322780472619,55.3978860348342,8380.72112719414,-209.724360111659,431.448720223319,443.156182534807,TRUE
570,0.0166533377163971,0.548357814497678,1.95418067163939,0.249135193915889,0.505711308270319,16.6635129619808,2.76187810891072,73.875542453643,8285.64254003576,-209.356489287679,430.712978575359,442.420440886847,TRUE
571,0.00679301857262839,0.554042605973085,1.54501355757153,0.153093623044603,0.458293755758106,7.18725464978528,2.74212856661559,97.785773686537,6802.00442279427,-202.164419046506,416.328838093012,428.036300404501,TRUE
572,0.0096845021671386,0.561434658199532,1.48733658716071,0.228234705029482,0.511372469512652,10.0790135511184,2.69070584778215,73.9640081552461,8291.88176290831,-209.845682614711,431.691365229422,443.398827540911,TRUE
573,0.00614617853197922,0.521716839289423,1.66703290103054,0.269991407870053,0.414770848633953,6.52699107841518,2.60764460692465,74.3188650365571,8309.90452464361,-209.847808587138,431.695617174277,443.403079485765,TRUE
574,0.0151435815651971,0.571090144432184,1.44579642975167,0.251141388265617,0.563398937235556,15.2816985060671,2.87709710486566,65.0940585487593,8334.99757795139,-209.81698771711,431.633975434219,443.341437745708,TRUE
575,0.00493686201748716,0.563178997853346,1.30084069407488,0.212319646301102,0.627223946574034,5.27922639086309,2.67126459300773,62.0594919214476,8362.16703844895,-210.259727539416,432.519455078832,444.226917390321,TRUE
576,0.00639534684883281,0.542476010041092,1.7896179122871,0.277875344180611,0.582510635214636,6.78191626340649,2.57532031372658,52.0647016445482,8391.70099695582,-209.8555272129,431.711054425801,443.418516737289,TRUE
577,0.00785996614214898,0.530514081028231,1.65946592680058,0.254051305071258,0.528229860003091,8.26559216117017,2.66271792640027,63.5633846445221,8358.65168219478,-209.853015476148,431.706030952296,443.413493263785,TRUE
578,0.0107820280996103,0.572757243812105,1.41856811441405,0.157769946378443,0.502164255715903,11.151546766598,2.93689076941334,97.987164304342,7367.86583380527,-202.21802210836,416.436044216721,428.143506528209,TRUE
579,0.00846805108767455,0.566396962023363,2.16194609462854,0.327353864314301,0.461324389689363,8.87423389363119,2.47429772656068,56.9510902486178,8371.81642098734,-209.358749172087,430.717498344174,442.424960655662,TRUE
580,0.0127451223198018,0.547417706285554,2.07439836992932,0.303190701251475,0.504460160110782,13.036294007851,2.65198984559237,58.8750433917611,8364.97416234847,-209.409559052344,430.819118104688,442.526580416176,TRUE
581,0.00594847272216304,0.528068578939921,1.55322956968511,0.237463769255908,0.484534640353542,6.32419315936486,2.63424105414782,72.2628110018084,8319.87987153559,-209.952743324721,431.905486649443,443.612948960931,TRUE
582,0.00837872152655556,0.538269029775521,1.62896529680846,0.332953521483162,0.439715409815596,8.78509085733719,2.68279035948511,58.7031037312903,8374.03488053621,-209.899539295195,431.799078590389,443.506540901878,TRUE
583,0.0169689970494032,0.50431406284634,1.72865351998994,0.249575625902956,0.467554885620844,16.9493875333489,2.95300504010854,79.8624514544538,8267.4736366137,-209.769757293142,431.539514586285,443.246976897773,TRUE
584,0.0116244234981841,0.483264442785749,1.46117575905386,0.259232213606775,0.50562873629255,11.9655682520888,2.98363375209788,67.7541832477018,8351.45162349715,-210.224130315716,432.448260631432,444.155722942921,TRUE
585,0.00947737116660133,0.556097896183888,2.55154823051095,0.340078684789714,0.583445286426475,9.87506654797266,2.47963777180526,43.9869645597806,8402.35587897717,-209.520875361505,431.04175072301,442.749213034499,TRUE
586,0.00652014908971791,0.588937545276114,2.01670417055532,0.187510925198497,0.506931372261977,6.90932565629956,2.3760480621775,87.537495357189,8274.24949309558,-209.857080811805,431.714161623609,443.421623935098,TRUE
587,0.00314747091509271,0.553977087937118,1.58728643631985,0.382221795023326,0.4930745996732,3.40056482639285,2.54755008107995,43.2293908772171,8406.87045758516,-210.294783974999,432.589567949999,444.297030261487,TRUE
588,0.0137912017390327,0.559134876804967,1.91556180263481,0.208942108254702,0.566960708196563,14.0232808632951,2.65890522025528,76.0277776020317,8271.50758731425,-209.42877132212,430.857542644239,442.565004955728,TRUE
589,0.00377879074622838,0.54349118847329,2.12888302991225,0.251947219397428,0.49167757087698,4.06783353146203,2.38422350749076,65.7618882644976,8347.97361746242,-209.40091695505,430.8018339101,442.509296221589,TRUE
590,0.017259075221461,0.546141090036059,1.94704128101823,0.224554541845723,0.503314695643952,17.2111769698213,2.77899953628526,82.4297719824303,8238.91144918982,-209.53229367168,431.06458734336,442.772049654849,TRUE
591,0.0110111832157047,0.498756850271217,1.25545083774999,0.230031794058461,0.507458090848185,11.3737696136734,3.02179514033332,75.1737720620849,8307.47880090033,-210.431110662156,432.862221324312,444.569683635801,TRUE
592,0.011319258421467,0.549611040328494,1.58128222268755,0.290105345713569,0.513411289516096,11.6715980029058,2.76084582603422,59.5348705331226,8366.53257585322,-209.847424736083,431.694849472165,443.402311783654,TRUE
593,0.00897980502118558,0.529296485673999,1.65721861542393,0.423397148006345,0.433293493197466,9.38314599742984,2.73876028057448,47.3078134339826,8400.87504542686,-210.178823458833,432.357646917666,444.065109229155,TRUE
594,0.00688802912011892,0.554090977425213,1.42768831704106,0.190115259307865,0.555336554584771,7.28382086384348,2.64489265892199,79.0464734293859,8265.39924883493,-210.05109704134,432.102194082679,443.809656394168,TRUE
595,0.00333960020397304,0.521596840762783,1.61447803579719,0.30655374946158,0.579403987127394,3.60415161936428,2.61038809469705,45.966888725548,8407.05957207365,-210.351547424756,432.703094849513,444.410557161001,TRUE
596,0.00448034723121694,0.563427560836246,1.64964085741213,0.226831988789684,0.556967939421287,4.80363259084317,2.49315028181609,64.9775118718331,8347.77095929446,-209.725878767303,431.451757534606,443.159219846095,TRUE
597,0.00692181400947713,0.553244483290049,1.53382152809722,0.212263711530925,0.496835230360134,7.31813332831295,2.60044709372398,79.1669000661489,8265.69018724916,-209.932469191915,431.86493838383,443.572400695318,TRUE
598,0.00414547789181776,0.51285538623838,2.41287383833317,0.218096760357869,0.509927179411128,4.45316478113364,2.39409687223736,73.3045715870523,8320.65117272918,-209.362750719734,430.725501439468,442.432963750957,TRUE
599,0.00818238849576418,0.569001667876902,1.5521352363401,0.270039204427589,0.500318960119836,8.58884345001297,2.62685743391347,63.2999839626737,8350.82068788029,-209.792235359168,431.584470718336,443.291933029825,TRUE
600,0.00734679668592438,0.584563610197833,2.08850165643515,0.279723460975573,0.592355550514992,7.74860760536236,2.43588990950966,51.3560862297821,8385.49642719242,-209.418534810163,430.837069620326,442.544531931814,TRUE
601,0.00460555601629173,0.530782781623068,1.32463575902344,0.331670113231875,0.570661423818381,4.93432471728664,2.76639884927464,43.7477453500803,8408.46733281951,-210.729498162664,433.458996325329,445.166458636817,TRUE
602,0.00553049308944938,0.524345482631957,1.7477975428488,0.196274050635652,0.404857195739462,5.89391580666449,2.78320965068344,97.9463355821955,7823.89866405669,-203.939296623311,419.878593246622,431.586055558111,TRUE
603,0.00479568853587081,0.575454738638403,1.64497424004884,0.294515710299897,0.429442568322769,5.13242152997932,2.47871471296004,65.0981503123376,8343.58309178121,-209.734062643334,431.468125286667,443.175587598156,TRUE
604,0.0191360642395668,0.563800442552549,1.82453307786821,0.228389720309986,0.463632643674849,18.8840813484765,2.86265637364504,90.6771468548875,8319.68858238915,-209.952369753674,431.904739507347,443.612201818836,TRUE
