"draw","R0","gamma","sigma","rho","prop_symp","immune_frac","total_infections","total_reported","peak_reported_wk","attack_pct","finite"
82,2.49323077601062,0.984354258984526,0.706582404717403,0.213702156718376,0.702839008964064,0,5959.48258813916,895.103629430516,44,5.57899512089418,TRUE
83,2.84457595581892,1.09248433464103,0.726249025231291,0.261426483757885,0.732301598707263,0,60206.2164019143,11526.0606132497,42,56.3623070603954,TRUE
84,2.7286681679246,0.967785558284921,0.750927122435057,0.254209614434273,0.697260832578538,0,33627.8295230607,5960.54648327352,44,31.480836475436,TRUE
85,2.39587522281287,0.935474508439952,0.83212835455265,0.318109250355563,0.7692689281875,0,4210.24552360168,1030.29575876849,44,3.94143935929758,TRUE
86,2.27369862414594,0.87609505218285,0.785174216077718,0.229298313948417,0.746636101099245,0,997.822107436061,170.829538683116,44,0.934115434783806,TRUE
87,2.11992613729251,0.90739086715537,0.877673171849991,0.210480900504809,0.68254159197271,0,364.386718162346,52.3485133760025,44,0.341122185136067,TRUE
88,2.24165956064249,1.01544183445655,0.603375742800216,0.204130531470448,0.773810247551822,0,491.493493831391,77.6354753164367,44,0.460113736970034,TRUE
89,2.32651184096217,1.2860539745966,0.734016544413841,0.234222700945923,0.726182129062532,0,3591.27309543772,610.83367802441,44,3.36198567256854,TRUE
90,2.44970383398841,1.10479082705045,0.806211470046331,0.220359790716058,0.756733258858335,0,10039.6854741993,1674.15352049696,44,9.39869450870558,TRUE
91,2.50554958782,1.29914522917725,0.830155228682202,0.288054666480151,0.690056247244727,0,27225.998305254,5411.81846765604,44,25.4877347924115,TRUE
92,2.76324495353717,0.979293651825301,0.870137475790449,0.248550748810014,0.744360750503547,0,56262.9956262711,10409.2968224325,43,52.6708440612911,TRUE
93,2.26057504926933,0.937553610655647,0.912882216600768,0.302811968060104,0.736935172280927,0,1691.72106500596,377.512275305954,44,1.58371191256877,TRUE
